turbine_num,code,time_on,time_off,duration,stop_cat,description
21,93,2015-11-01 06:14:46,2015-11-01 06:15:45,0 days 00:00:59.000000000,ok,description anonymised
21,97,2015-11-01 06:15:45,2015-11-01 06:17:19,0 days 00:01:34.000000000,ok,description anonymised
22,9,2015-11-01 06:16:58,2015-11-01 06:20:19,0 days 00:03:21.000000000,ok,description anonymised
21,9,2015-11-01 06:17:19,2015-11-01 06:18:21,0 days 00:01:02.000000000,ok,description anonymised
21,93,2015-11-01 06:18:21,2015-11-01 06:19:20,0 days 00:00:59.000000000,ok,description anonymised
21,97,2015-11-01 06:19:20,2015-11-01 06:20:25,0 days 00:01:05.000000000,ok,description anonymised
22,84,2015-11-01 06:20:19,2015-11-01 07:37:08,0 days 01:16:49.000000000,ok,description anonymised
21,9,2015-11-01 06:20:25,2015-11-01 06:21:26,0 days 00:01:01.000000000,ok,description anonymised
21,93,2015-11-01 06:21:26,2015-11-01 06:22:25,0 days 00:00:59.000000000,ok,description anonymised
21,97,2015-11-01 06:22:25,2015-11-01 06:23:43,0 days 00:01:18.000000000,ok,description anonymised
21,9,2015-11-01 06:23:43,2015-11-01 06:26:44,0 days 00:03:01.000000000,ok,description anonymised
21,84,2015-11-01 06:26:44,2015-11-01 07:36:26,0 days 01:09:42.000000000,ok,description anonymised
21,9,2015-11-01 07:36:26,2015-11-01 07:56:26,0 days 00:20:00.000000000,ok,description anonymised
22,9,2015-11-01 07:37:08,2015-11-01 07:46:53,0 days 00:09:45.000000000,ok,description anonymised
22,84,2015-11-01 07:46:53,2015-11-01 07:55:26,0 days 00:08:33.000000000,ok,description anonymised
22,9,2015-11-01 07:55:26,2015-11-01 08:15:26,0 days 00:20:00.000000000,ok,description anonymised
21,93,2015-11-01 07:56:26,2015-11-01 07:57:28,0 days 00:01:02.000000000,ok,description anonymised
21,97,2015-11-01 07:57:28,2015-11-01 08:06:10,0 days 00:08:42.000000000,ok,description anonymised
21,9,2015-11-01 08:06:10,2015-11-01 08:07:11,0 days 00:01:01.000000000,ok,description anonymised
21,93,2015-11-01 08:07:11,2015-11-01 08:08:09,0 days 00:00:58.000000000,ok,description anonymised
21,97,2015-11-01 08:08:09,2015-11-01 08:20:40,0 days 00:12:31.000000000,ok,description anonymised
22,93,2015-11-01 08:15:26,2015-11-01 08:16:28,0 days 00:01:02.000000000,ok,description anonymised
22,97,2015-11-01 08:16:28,2015-11-01 08:20:23,0 days 00:03:55.000000000,ok,description anonymised
22,9,2015-11-01 08:20:23,2015-11-01 08:24:12,0 days 00:03:49.000000000,ok,description anonymised
21,9,2015-11-01 08:20:40,2015-11-01 08:21:40,0 days 00:01:00.000000000,ok,description anonymised
21,93,2015-11-01 08:21:40,2015-11-01 08:22:38,0 days 00:00:58.000000000,ok,description anonymised
21,97,2015-11-01 08:22:38,2015-11-01 08:23:39,0 days 00:01:01.000000000,ok,description anonymised
21,9,2015-11-01 08:23:39,2015-11-01 08:26:44,0 days 00:03:05.000000000,ok,description anonymised
22,84,2015-11-01 08:24:12,2015-11-01 08:57:14,0 days 00:33:02.000000000,ok,description anonymised
21,84,2015-11-01 08:26:44,2015-11-01 08:58:39,0 days 00:31:55.000000000,ok,description anonymised
22,9,2015-11-01 08:57:14,2015-11-01 09:09:41,0 days 00:12:27.000000000,ok,description anonymised
21,9,2015-11-01 08:58:39,2015-11-01 09:06:48,0 days 00:08:09.000000000,ok,description anonymised
21,84,2015-11-01 09:06:48,2015-11-01 09:25:33,0 days 00:18:45.000000000,ok,description anonymised
22,84,2015-11-01 09:09:41,2015-11-01 09:21:30,0 days 00:11:49.000000000,ok,description anonymised
22,9,2015-11-01 09:21:30,2015-11-01 09:32:17,0 days 00:10:47.000000000,ok,description anonymised
21,9,2015-11-01 09:25:33,2015-11-01 09:32:10,0 days 00:06:37.000000000,ok,description anonymised
21,84,2015-11-01 09:32:10,2015-11-01 11:00:40,0 days 01:28:30.000000000,ok,description anonymised
22,84,2015-11-01 09:32:17,2015-11-01 13:31:24,0 days 03:59:07.000000000,ok,description anonymised
21,9,2015-11-01 11:00:40,2015-11-01 11:05:32,0 days 00:04:52.000000000,ok,description anonymised
21,84,2015-11-01 11:05:32,2015-11-01 11:47:58,0 days 00:42:26.000000000,ok,description anonymised
21,9,2015-11-01 11:47:58,2015-11-01 12:02:16,0 days 00:14:18.000000000,ok,description anonymised
21,84,2015-11-01 12:02:16,2015-11-01 13:08:54,0 days 01:06:38.000000000,ok,description anonymised
21,9,2015-11-01 13:08:54,2015-11-01 13:28:24,0 days 00:19:30.000000000,ok,description anonymised
21,84,2015-11-01 13:28:24,2015-11-01 13:29:53,0 days 00:01:29.000000000,ok,description anonymised
21,9,2015-11-01 13:29:53,2015-11-01 13:49:53,0 days 00:20:00.000000000,ok,description anonymised
22,9,2015-11-01 13:31:24,2015-11-01 13:50:07,0 days 00:18:43.000000000,ok,description anonymised
21,93,2015-11-01 13:49:53,2015-11-01 13:50:55,0 days 00:01:02.000000000,ok,description anonymised
22,84,2015-11-01 13:50:07,2015-11-01 13:54:33,0 days 00:04:26.000000000,ok,description anonymised
21,97,2015-11-01 13:50:55,2015-11-01 14:10:57,0 days 00:20:02.000000000,ok,description anonymised
22,9,2015-11-01 13:54:33,2015-11-01 14:09:44,0 days 00:15:11.000000000,ok,description anonymised
22,84,2015-11-01 14:09:44,2015-11-01 21:04:26,0 days 06:54:42.000000000,ok,description anonymised
21,9,2015-11-01 14:10:57,2015-11-01 14:17:56,0 days 00:06:59.000000000,ok,description anonymised
21,84,2015-11-01 14:17:56,2015-11-01 17:20:26,0 days 03:02:30.000000000,ok,description anonymised
21,9,2015-11-01 17:20:26,2015-11-01 17:25:42,0 days 00:05:16.000000000,ok,description anonymised
21,84,2015-11-01 17:25:42,2015-11-03 03:05:35,1 days 09:39:53.000000000,ok,description anonymised
22,502,2015-11-01 21:04:26,2015-11-01 21:04:36,0 days 00:00:10.000000000,fault_pt,description anonymised pitch axis 3
22,144,2015-11-01 21:04:26,2015-11-01 21:04:36,0 days 00:00:10.000000000,fault_pt,description anonymised
22,601,2015-11-01 21:04:28,2015-11-01 21:04:36,0 days 00:00:08.000000000,fault_pt,description anonymised pitch axis 2
22,113,2015-11-01 21:04:31,2015-11-01 21:04:36,0 days 00:00:05.000000000,fault_pt,description anonymised
22,68,2015-11-01 21:04:31,2015-11-01 21:04:36,0 days 00:00:05.000000000,fault_pt,description anonymised
22,15,2015-11-01 21:04:35,2015-11-01 21:04:43,0 days 00:00:08.000000000,maintenance,description anonymised
22,198,2015-11-01 21:04:35,2015-11-01 21:04:36,0 days 00:00:01.000000000,ok,description anonymised
22,601,2015-11-01 21:04:36,2015-11-01 21:04:36,0 days 00:00:00.000000000,fault_pt,description anonymised pitch axis 2
22,170,2015-11-01 21:04:36,2015-11-01 21:04:36,0 days 00:00:00.000000000,fault_pt,description anonymised
22,82,2015-11-01 21:04:36,2015-11-01 21:04:36,0 days 00:00:00.000000000,ok,description anonymised
22,112,2015-11-01 21:04:36,2015-11-01 21:04:36,0 days 00:00:00.000000000,fault_pt,description anonymised
22,112,2015-11-01 21:04:36,2015-11-01 21:04:36,0 days 00:00:00.000000000,fault_pt,description anonymised
22,82,2015-11-01 21:04:36,2015-11-01 21:04:36,0 days 00:00:00.000000000,ok,description anonymised
22,82,2015-11-01 21:04:36,2015-11-01 21:04:36,0 days 00:00:00.000000000,ok,description anonymised
22,109,2015-11-01 21:04:36,2015-11-01 21:10:43,0 days 00:06:07.000000000,fault_pt,description anonymised
22,170,2015-11-01 21:04:36,2015-11-01 21:04:36,0 days 00:00:00.000000000,fault_pt,description anonymised
22,177,2015-11-01 21:04:36,2015-11-01 21:10:43,0 days 00:06:07.000000000,test,description anonymised
22,112,2015-11-01 21:04:36,2015-11-01 21:04:36,0 days 00:00:00.000000000,fault_pt,description anonymised
22,170,2015-11-01 21:04:36,2015-11-01 21:04:36,0 days 00:00:00.000000000,fault_pt,description anonymised
22,600,2015-11-01 21:04:36,2015-11-01 21:04:36,0 days 00:00:00.000000000,fault_pt,description anonymised pitch axis 1
22,600,2015-11-01 21:04:36,2015-11-01 21:04:36,0 days 00:00:00.000000000,fault_pt,description anonymised pitch axis 1
22,45,2015-11-01 21:04:36,2015-11-01 21:04:37,0 days 00:00:01.000000000,test,description anonymised
22,600,2015-11-01 21:04:36,2015-11-01 21:04:36,0 days 00:00:00.000000000,fault_pt,description anonymised pitch axis 1
22,601,2015-11-01 21:04:36,2015-11-01 21:04:36,0 days 00:00:00.000000000,fault_pt,description anonymised pitch axis 2
22,601,2015-11-01 21:04:36,2015-11-01 21:04:36,0 days 00:00:00.000000000,fault_pt,description anonymised pitch axis 2
22,502,2015-11-01 21:04:37,2015-11-01 21:10:43,0 days 00:06:06.000000000,fault_pt,description anonymised pitch axis 3
22,500,2015-11-01 21:04:39,2015-11-01 21:10:43,0 days 00:06:04.000000000,fault_pt,description anonymised pitch axis 1
22,301,2015-11-01 21:04:41,2015-11-01 21:10:43,0 days 00:06:02.000000000,fault_pt,description anonymised pitch axis 2
22,55,2015-11-01 21:04:42,2015-11-01 21:10:43,0 days 00:06:01.000000000,ok,description anonymised
22,198,2015-11-01 21:10:42,2015-11-01 21:10:43,0 days 00:00:01.000000000,ok,description anonymised
22,15,2015-11-01 21:10:42,2015-11-01 21:10:46,0 days 00:00:04.000000000,maintenance,description anonymised
22,30,2015-11-01 21:10:43,2015-11-01 21:10:44,0 days 00:00:01.000000000,test,description anonymised
22,25,2015-11-01 21:10:43,2015-11-01 21:10:44,0 days 00:00:01.000000000,test,description anonymised
22,45,2015-11-01 21:10:43,2015-11-01 21:10:44,0 days 00:00:01.000000000,test,description anonymised
22,177,2015-11-01 21:10:44,2015-11-01 21:10:45,0 days 00:00:01.000000000,test,description anonymised
22,198,2015-11-01 21:10:44,2015-11-01 21:10:45,0 days 00:00:01.000000000,ok,description anonymised
22,25,2015-11-01 21:10:45,2015-11-01 21:10:45,0 days 00:00:00.000000000,test,description anonymised
22,30,2015-11-01 21:10:45,2015-11-01 21:10:45,0 days 00:00:00.000000000,test,description anonymised
22,177,2015-11-01 21:10:45,2015-11-01 21:10:45,0 days 00:00:00.000000000,test,description anonymised
22,45,2015-11-01 21:10:45,2015-11-01 21:10:45,0 days 00:00:00.000000000,test,description anonymised
22,198,2015-11-01 21:10:45,2015-11-01 21:10:45,0 days 00:00:00.000000000,ok,description anonymised
22,30,2015-11-01 21:10:46,2015-11-01 21:12:48,0 days 00:02:02.000000000,test,description anonymised
22,25,2015-11-01 21:10:46,2015-11-01 21:12:48,0 days 00:02:02.000000000,test,description anonymised
22,45,2015-11-01 21:10:46,2015-11-01 21:14:51,0 days 00:04:05.000000000,test,description anonymised
22,171,2015-11-01 21:10:47,2015-11-01 21:11:17,0 days 00:00:30.000000000,ok,description anonymised
22,171,2015-11-01 21:11:28,2015-11-01 21:11:58,0 days 00:00:30.000000000,ok,description anonymised
22,171,2015-11-01 21:12:08,2015-11-01 21:12:38,0 days 00:00:30.000000000,ok,description anonymised
22,171,2015-11-01 21:12:48,2015-11-01 21:12:49,0 days 00:00:01.000000000,ok,description anonymised
22,171,2015-11-01 21:12:50,2015-11-01 21:13:20,0 days 00:00:30.000000000,ok,description anonymised
22,109,2015-11-01 21:13:13,2015-11-01 21:15:25,0 days 00:02:12.000000000,fault_pt,description anonymised
22,177,2015-11-01 21:13:14,2015-11-01 21:14:51,0 days 00:01:37.000000000,test,description anonymised
22,171,2015-11-01 21:13:31,2015-11-01 21:14:01,0 days 00:00:30.000000000,ok,description anonymised
22,171,2015-11-01 21:14:11,2015-11-01 21:14:41,0 days 00:00:30.000000000,ok,description anonymised
22,171,2015-11-01 21:14:51,2015-11-01 21:15:21,0 days 00:00:30.000000000,ok,description anonymised
22,177,2015-11-01 21:14:51,2015-11-01 21:14:51,0 days 00:00:00.000000000,test,description anonymised
22,198,2015-11-01 21:15:25,2015-11-01 21:15:26,0 days 00:00:01.000000000,ok,description anonymised
22,15,2015-11-01 21:15:25,2015-11-01 21:15:56,0 days 00:00:31.000000000,maintenance,description anonymised
22,198,2015-11-01 21:15:55,2015-11-01 21:15:55,0 days 00:00:00.000000000,ok,description anonymised
22,45,2015-11-01 21:17:26,2015-11-01 21:21:32,0 days 00:04:06.000000000,test,description anonymised
22,30,2015-11-01 21:17:26,2015-11-01 21:19:29,0 days 00:02:03.000000000,test,description anonymised
22,25,2015-11-01 21:17:26,2015-11-01 21:19:29,0 days 00:02:03.000000000,test,description anonymised
22,171,2015-11-01 21:17:28,2015-11-01 21:17:58,0 days 00:00:30.000000000,ok,description anonymised
22,171,2015-11-01 21:18:09,2015-11-01 21:18:39,0 days 00:00:30.000000000,ok,description anonymised
22,171,2015-11-01 21:18:49,2015-11-01 21:19:19,0 days 00:00:30.000000000,ok,description anonymised
22,171,2015-11-01 21:19:29,2015-11-01 21:19:30,0 days 00:00:01.000000000,ok,description anonymised
22,171,2015-11-01 21:19:31,2015-11-01 21:20:01,0 days 00:00:30.000000000,ok,description anonymised
22,171,2015-11-01 21:20:12,2015-11-01 21:20:42,0 days 00:00:30.000000000,ok,description anonymised
22,171,2015-11-01 21:20:52,2015-11-01 21:21:22,0 days 00:00:30.000000000,ok,description anonymised
22,171,2015-11-01 21:21:32,2015-11-01 21:22:02,0 days 00:00:30.000000000,ok,description anonymised
22,82,2015-11-01 21:21:32,2015-11-05 14:24:09,3 days 17:02:37.000000000,ok,description anonymised
22,207,2015-11-01 21:21:32,2015-11-05 14:24:09,3 days 17:02:37.000000000,ok,description anonymised
22,97,2015-11-01 21:22:02,2015-11-01 21:23:02,0 days 00:01:00.000000000,ok,description anonymised
22,9,2015-11-01 21:23:02,2015-11-01 21:25:00,0 days 00:01:58.000000000,ok,description anonymised
22,84,2015-11-01 21:25:00,2015-11-03 04:29:16,1 days 07:04:16.000000000,ok,description anonymised
22,66,2015-11-02 07:06:40,2015-11-02 09:23:39,0 days 02:16:59.000000000,ok,description anonymised
21,31,2015-11-02 15:29:33,2015-11-03 03:15:46,0 days 11:46:13.000000000,ok,description anonymised
21,141,2015-11-03 03:05:35,2015-11-03 03:05:36,0 days 00:00:01.000000000,ok,description anonymised
21,93,2015-11-03 03:05:36,2015-11-03 03:06:44,0 days 00:01:08.000000000,ok,description anonymised
21,30,2015-11-03 03:05:36,2015-11-03 03:08:52,0 days 00:03:16.000000000,test,description anonymised
21,25,2015-11-03 03:05:36,2015-11-03 03:08:52,0 days 00:03:16.000000000,test,description anonymised
21,171,2015-11-03 03:06:48,2015-11-03 03:07:18,0 days 00:00:30.000000000,ok,description anonymised
21,171,2015-11-03 03:07:31,2015-11-03 03:08:01,0 days 00:00:30.000000000,ok,description anonymised
21,171,2015-11-03 03:08:11,2015-11-03 03:08:41,0 days 00:00:30.000000000,ok,description anonymised
21,207,2015-11-03 03:08:52,2015-11-06 12:09:52,3 days 09:01:00.000000000,ok,description anonymised
21,171,2015-11-03 03:08:52,2015-11-03 03:09:22,0 days 00:00:30.000000000,ok,description anonymised
21,97,2015-11-03 03:09:22,2015-11-03 03:15:46,0 days 00:06:24.000000000,ok,description anonymised
21,193,2015-11-03 03:09:25,2015-11-03 03:15:46,0 days 00:06:21.000000000,ok,description anonymised
21,9,2015-11-03 03:15:46,2015-11-03 03:18:01,0 days 00:02:15.000000000,ok,description anonymised
21,84,2015-11-03 03:18:01,2015-11-03 04:32:57,0 days 01:14:56.000000000,ok,description anonymised
22,9,2015-11-03 04:29:16,2015-11-03 04:35:18,0 days 00:06:02.000000000,ok,description anonymised
21,9,2015-11-03 04:32:57,2015-11-03 04:52:57,0 days 00:20:00.000000000,ok,description anonymised
22,84,2015-11-03 04:35:18,2015-11-03 04:48:03,0 days 00:12:45.000000000,ok,description anonymised
22,9,2015-11-03 04:48:03,2015-11-03 05:08:03,0 days 00:20:00.000000000,ok,description anonymised
21,93,2015-11-03 04:52:57,2015-11-03 04:53:59,0 days 00:01:02.000000000,ok,description anonymised
21,97,2015-11-03 04:53:59,2015-11-03 06:56:15,0 days 02:02:16.000000000,ok,description anonymised
22,93,2015-11-03 05:08:03,2015-11-03 05:09:05,0 days 00:01:02.000000000,ok,description anonymised
22,97,2015-11-03 05:09:05,2015-11-03 06:57:49,0 days 01:48:44.000000000,ok,description anonymised
21,98,2015-11-03 05:24:12,2015-11-03 05:31:10,0 days 00:06:58.000000000,ok,description anonymised
21,171,2015-11-03 05:31:10,2015-11-03 05:31:40,0 days 00:00:30.000000000,ok,description anonymised
21,98,2015-11-03 05:53:32,2015-11-03 06:15:04,0 days 00:21:32.000000000,ok,description anonymised
22,98,2015-11-03 05:57:32,2015-11-03 05:59:09,0 days 00:01:37.000000000,ok,description anonymised
22,171,2015-11-03 05:59:09,2015-11-03 05:59:39,0 days 00:00:30.000000000,ok,description anonymised
22,98,2015-11-03 06:06:43,2015-11-03 06:07:56,0 days 00:01:13.000000000,ok,description anonymised
22,171,2015-11-03 06:07:56,2015-11-03 06:08:26,0 days 00:00:30.000000000,ok,description anonymised
21,171,2015-11-03 06:15:04,2015-11-03 06:15:34,0 days 00:00:30.000000000,ok,description anonymised
21,9,2015-11-03 06:56:15,2015-11-03 06:57:16,0 days 00:01:01.000000000,ok,description anonymised
21,93,2015-11-03 06:57:16,2015-11-03 06:58:14,0 days 00:00:58.000000000,ok,description anonymised
22,9,2015-11-03 06:57:49,2015-11-03 07:06:42,0 days 00:08:53.000000000,ok,description anonymised
21,97,2015-11-03 06:58:14,2015-11-03 07:02:31,0 days 00:04:17.000000000,ok,description anonymised
21,9,2015-11-03 07:02:31,2015-11-03 07:03:32,0 days 00:01:01.000000000,ok,description anonymised
21,93,2015-11-03 07:03:32,2015-11-03 07:04:31,0 days 00:00:59.000000000,ok,description anonymised
21,97,2015-11-03 07:04:31,2015-11-03 07:05:49,0 days 00:01:18.000000000,ok,description anonymised
21,9,2015-11-03 07:05:49,2015-11-03 07:06:50,0 days 00:01:01.000000000,ok,description anonymised
22,84,2015-11-03 07:06:42,2015-11-03 13:44:34,0 days 06:37:52.000000000,ok,description anonymised
21,93,2015-11-03 07:06:50,2015-11-03 07:07:48,0 days 00:00:58.000000000,ok,description anonymised
21,97,2015-11-03 07:07:48,2015-11-03 07:09:08,0 days 00:01:20.000000000,ok,description anonymised
21,9,2015-11-03 07:09:08,2015-11-03 07:10:07,0 days 00:00:59.000000000,ok,description anonymised
21,93,2015-11-03 07:10:07,2015-11-03 07:11:05,0 days 00:00:58.000000000,ok,description anonymised
21,97,2015-11-03 07:11:05,2015-11-03 07:19:57,0 days 00:08:52.000000000,ok,description anonymised
21,9,2015-11-03 07:19:57,2015-11-03 07:22:58,0 days 00:03:01.000000000,ok,description anonymised
21,84,2015-11-03 07:22:58,2015-11-03 07:26:40,0 days 00:03:42.000000000,ok,description anonymised
21,9,2015-11-03 07:26:40,2015-11-03 07:30:06,0 days 00:03:26.000000000,ok,description anonymised
21,84,2015-11-03 07:30:06,2015-11-03 08:15:11,0 days 00:45:05.000000000,ok,description anonymised
21,9,2015-11-03 08:15:11,2015-11-03 08:18:24,0 days 00:03:13.000000000,ok,description anonymised
21,84,2015-11-03 08:18:24,2015-11-03 08:25:43,0 days 00:07:19.000000000,ok,description anonymised
21,9,2015-11-03 08:25:43,2015-11-03 08:28:03,0 days 00:02:20.000000000,ok,description anonymised
21,84,2015-11-03 08:28:03,2015-11-03 08:31:23,0 days 00:03:20.000000000,ok,description anonymised
21,9,2015-11-03 08:31:23,2015-11-03 08:32:52,0 days 00:01:29.000000000,ok,description anonymised
21,84,2015-11-03 08:32:52,2015-11-03 09:35:27,0 days 01:02:35.000000000,ok,description anonymised
21,141,2015-11-03 09:35:27,2015-11-03 09:35:28,0 days 00:00:01.000000000,ok,description anonymised
21,31,2015-11-03 09:35:27,2015-11-03 11:06:34,0 days 01:31:07.000000000,ok,description anonymised
21,93,2015-11-03 09:35:28,2015-11-03 09:36:36,0 days 00:01:08.000000000,ok,description anonymised
21,193,2015-11-03 09:36:36,2015-11-03 09:49:46,0 days 00:13:10.000000000,ok,description anonymised
21,97,2015-11-03 09:36:36,2015-11-03 09:49:46,0 days 00:13:10.000000000,ok,description anonymised
21,9,2015-11-03 09:49:46,2015-11-03 09:50:55,0 days 00:01:09.000000000,ok,description anonymised
21,93,2015-11-03 09:50:55,2015-11-03 09:51:57,0 days 00:01:02.000000000,ok,description anonymised
21,193,2015-11-03 09:51:57,2015-11-03 09:57:34,0 days 00:05:37.000000000,ok,description anonymised
21,97,2015-11-03 09:51:57,2015-11-03 09:57:34,0 days 00:05:37.000000000,ok,description anonymised
21,9,2015-11-03 09:57:34,2015-11-03 10:00:04,0 days 00:02:30.000000000,ok,description anonymised
21,84,2015-11-03 10:00:04,2015-11-03 10:57:34,0 days 00:57:30.000000000,ok,description anonymised
21,141,2015-11-03 10:57:34,2015-11-03 10:57:35,0 days 00:00:01.000000000,ok,description anonymised
21,93,2015-11-03 10:57:35,2015-11-03 10:58:43,0 days 00:01:08.000000000,ok,description anonymised
21,193,2015-11-03 10:58:43,2015-11-03 11:06:34,0 days 00:07:51.000000000,ok,description anonymised
21,97,2015-11-03 10:58:43,2015-11-03 11:06:34,0 days 00:07:51.000000000,ok,description anonymised
21,9,2015-11-03 11:06:34,2015-11-03 11:08:37,0 days 00:02:03.000000000,ok,description anonymised
21,84,2015-11-03 11:08:37,2015-11-03 12:41:44,0 days 01:33:07.000000000,ok,description anonymised
21,9,2015-11-03 12:41:44,2015-11-03 12:45:05,0 days 00:03:21.000000000,ok,description anonymised
21,84,2015-11-03 12:45:05,2015-11-03 13:10:52,0 days 00:25:47.000000000,ok,description anonymised
